Gene,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30
PARP11,330,314,41,7,14,43,30,5,88,239,147,111,0,4,34,3,0,122,223,103,1,2,283,230,683,151,140,134,28,115
PARP12,2903,4019,2852,827,1254,1805,441,280,1084,2637,2169,2061,122,24,84,243,5,2179,2667,1561,246,1897,2588,3947,7756,2549,2477,1915,1679,4744
PARP14,5393,4410,3773,268,698,1229,584,5,1509,4795,2348,1349,109,58,308,44,1,1337,7593,4655,136,1081,4377,10671,45276,6109,5152,2258,1493,5766
PARP15,2681,3267,326,13,56,509,42,0,318,1140,1023,195,22,52,25,0,1,717,2182,1397,240,2,3251,1969,481,1068,1605,1309,600,610
PARP16,557,631,518,13,25,280,95,73,194,770,398,229,4,15,9,0,0,397,311,372,1,505,560,1111,201,456,619,454,265,507
PARP1P1,111,67,100,0,0,4,13,0,9,43,66,4,1,6,0,4,0,126,27,20,5,64,32,34,20,56,62,15,31,51
PARP2,340,326,149,15,60,174,34,1,117,160,196,52,6,2,1,1,1,100,229,199,1,261,335,169,85,217,239,215,79,203
PARP3,399,548,83,3,11,314,58,0,134,338,330,118,2,1,2,0,0,569,377,325,0,1,395,145,372,247,425,223,416,788
PARP4,3843,2668,1262,17,107,267,124,1,771,2542,1433,618,127,48,68,63,0,1164,2275,3359,210,1508,2794,4709,2370,1766,1875,1260,953,1913
PARP4P1,1,4,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,7,4,0,0,1,6,1,2,1,4,1,1
PARP4P2,29,15,10,1,1,0,2,1,8,8,23,6,1,0,4,0,0,18,28,45,0,3,24,46,16,13,13,18,6,15
PARP4P3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PARP6,3076,2460,924,444,351,750,256,45,971,1799,1151,1110,20,76,24,0,4,1462,1592,1901,0,460,2336,1837,767,1483,1801,1408,1344,3045
PARP8,7718,5997,2455,470,200,1436,341,265,1920,5755,2585,1997,74,22,86,71,0,1873,4874,6369,342,1481,6082,12262,8122,5652,6029,4161,1457,4117
PARP9,3198,2636,2177,529,378,323,313,0,1023,3304,964,986,6,97,124,0,25,709,2972,4856,314,2642,2668,9288,19342,3228,2890,2017,1335,2891
PARPBP,37,48,21,2,2,1,6,5,17,34,21,27,3,1,1,0,2,5,41,39,2,0,46,49,28,21,10,27,12,75
PARS2,14,19,65,0,0,2,13,0,15,52,24,48,1,0,2,0,0,68,17,33,0,0,36,11,5,8,12,5,3,4
PART1,0,3,2,9,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,3,2,3
PARVA,20,12,0,0,4,0,0,6,0,20,6,0,0,3,3,1,0,0,5,7,0,2,9,0,2,13,20,5,3,1
PARVB,727,1067,1418,770,1157,2029,149,42,611,1042,657,1514,6,0,25,644,4,2354,657,1980,1,1060,612,1727,502,497,1505,1286,552,2147
PARVG,9075,9978,10168,3877,3659,5957,2461,989,6368,11410,8515,8368,37,280,448,885,1316,10636,6133,10724,668,7733,9296,10370,8337,13449,18712,7971,9461,13812
PASD1,2,2,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,10,1,1
PASK,4070,4452,704,255,241,1634,264,515,678,3103,1900,853,788,273,228,363,557,3162,1512,1408,3,634,1841,1635,366,1172,2670,1453,1764,7057
PATE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0
PATE2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PATE3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PATE4,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
PATL1,3708,3557,1000,225,213,983,202,29,947,2590,1586,963,42,9,126,131,1,1528,2149,2195,475,1099,2818,5387,5864,4568,3403,2994,1509,3747
PATL2,1737,2138,845,155,230,392,132,8,711,763,1899,1195,99,100,88,25,64,1066,1748,710,1,309,1819,1200,823,1739,1746,1115,862,1659
PATZ1,1107,1471,925,120,241,726,172,304,467,1404,1143,938,66,198,86,0,2,1455,1120,1162,306,1233,1119,943,473,1100,1067,790,1083,1765
PAWR,99,111,119,346,326,98,20,7,49,118,145,163,90,6,3,20,281,80,111,107,0,0,94,107,59,53,124,121,28,28
PAWRP1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
PAX1,0,0,0,3,0,0,0,1,1,0,0,0,5,4,4,1,0,2,0,1,0,2,1,1,1,0,0,2,1,1
PAX2,16,10,30,12,2,111,16,22,8,115,5,9,3,6,6,1,0,54,4,9,0,308,16,1,4,42,32,24,6,5
PAX3,1,2,0,0,0,0,0,14,1,0,2,0,5,1,5,0,0,0,0,2,0,2,1,4,0,0,3,0,1,1
PAX4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
PAX5,2228,1933,5458,2177,2381,5590,1013,406,777,2968,2788,1950,141,182,26,138,920,5908,1788,764,908,1032,754,644,482,1655,2516,1186,1135,868
PAX6,0,3,1,2,0,5,0,2,1,1,2,2,3,11,6,1,2,3,0,2,0,5,2,3,2,1,2,6,6,2
PAX7,3,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,2,2,5,0,7,1,2,2,2,2,5,4,3
PAX8,19,63,2,1,0,86,7,0,39,0,13,53,3,1,12,0,0,69,2,27,0,60,12,12,9,14,4,56,30,0
PAX9,1,1,3,1,0,0,0,1,0,0,0,0,0,10,3,2,1,12,4,6,0,3,3,4,1,5,3,3,1,3
PAXBP1,1209,1087,159,1,9,326,11,9,237,945,511,92,150,4,14,0,1,180,1220,1102,0,0,1589,1254,243,480,553,687,142,461
PAXBP1-AS1,73,22,5,46,14,11,0,1,7,50,27,35,1,0,0,0,0,1,69,37,61,2,78,72,34,36,43,41,29,38
PAXIP1,704,611,212,67,12,122,19,3,97,380,320,64,18,70,2,53,0,239,507,488,0,156,603,481,158,340,415,394,180,454
PAXIP1-AS1,187,119,2,9,4,148,7,0,42,50,74,111,3,1,1,0,2,132,106,55,1,0,75,38,43,81,84,70,7,44
PAXIP1-AS2,360,346,43,11,26,53,11,1,59,169,254,55,0,1,3,0,1,317,198,194,1,103,275,211,170,136,240,148,77,107
PBDC1,341,402,193,71,59,12,24,21,145,271,146,121,0,0,67,62,0,329,196,255,84,60,295,230,108,159,224,128,79,293
PBK,2,9,0,0,0,3,1,0,0,4,0,0,0,0,0,0,0,3,23,14,0,0,4,4,10,1,4,2,3,27
PBLD,63,54,69,3,16,54,7,1,23,36,17,31,1,1,0,0,0,50,45,98,0,152,48,68,72,29,32,36,11,49
PBOV1,1,4,2,36,11,6,1,0,3,5,0,0,0,4,1,7,0,1,0,0,0,1,0,0,0,1,1,1,0,0
PBRM1,1633,1503,722,39,145,557,55,55,361,1343,901,256,36,99,60,83,2,663,1305,1329,0,4,1771,1427,419,715,1031,855,281,667
PBX1,47,117,203,104,112,134,6,7,48,150,21,100,2,1,3,8,199,128,60,133,2,4,87,107,71,46,86,134,51,85
PBX2,9459,10174,9175,2262,2851,2479,2613,594,7579,12504,5460,13720,213,1111,901,683,216,6501,4252,7946,1770,9539,7123,15025,8500,16569,17594,10312,12127,11756
PBX2P1,698,629,657,55,68,79,136,9,230,413,467,905,7,26,6,15,3,395,185,341,19,239,403,1001,655,1073,1196,381,549,817
PBX3,542,375,265,107,36,200,15,2,80,494,184,59,9,1,9,2,0,401,382,576,1,201,415,461,188,228,324,243,209,247
PBX4,528,326,225,124,109,322,27,196,133,275,275,508,1,1,20,0,2,423,205,179,149,1,284,154,78,294,349,157,165,1051
PBXIP1,8088,9766,11343,4975,6497,4077,2314,348,8066,13587,7375,16248,279,953,827,791,247,12709,7397,12878,689,13743,8263,10104,3571,10885,14160,7594,10551,10091
PC,102,88,233,1,26,221,55,32,73,87,137,82,24,7,10,2,7,341,90,157,0,258,111,114,18,99,171,94,109,180
PCA3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0
PCAT1,19,49,51,38,106,70,2,0,6,82,5,30,0,1,0,0,0,51,25,9,0,0,24,18,12,30,15,26,41,46
PCAT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCAT4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1
PCAT6,27,20,8,50,1,27,9,0,45,0,71,140,0,0,0,0,0,24,9,5,0,269,42,30,8,329,277,73,17,18
PCAT7,0,2,0,36,11,0,0,0,3,2,0,0,0,0,0,1,0,2,0,0,3,0,0,1,0,0,3,3,0,0
PCBD1,145,94,80,38,64,49,13,5,86,129,59,156,1,2,3,3,3,209,97,273,0,251,172,102,157,80,104,69,113,443
PCBD2,118,104,25,168,204,68,3,7,30,82,60,51,4,3,15,2,47,28,50,96,1,4,64,66,21,32,57,49,30,91
PCBP1,15597,15483,17729,3779,2561,7028,3378,870,11354,33058,11586,11929,108,706,936,589,61,25940,9840,21518,921,19772,14820,31347,25122,20920,26634,14389,19076,32655
PCBP1-AS1,1232,1016,1125,200,471,181,177,4,694,1345,440,986,5,66,94,79,9,464,715,720,5,1461,908,2197,1876,1252,1350,1165,723,1121
PCBP2,6327,6059,3091,1949,1802,2607,557,232,2609,7602,1676,4466,146,198,307,424,241,3195,3332,4763,1258,2951,4878,6393,6095,4102,5709,4483,4337,7192
PCBP2P1,23,19,14,0,0,46,4,0,8,2,23,4,0,0,1,0,0,15,16,21,0,8,15,39,21,16,15,14,13,32
PCBP2P3,2,0,1,0,0,1,3,0,1,2,0,0,0,0,0,0,0,4,0,1,0,3,1,1,1,1,5,0,0,2
PCBP3,56,56,80,59,65,101,3,5,51,53,12,33,1,0,15,142,7,63,48,86,1,1,48,133,98,121,108,83,70,127
PCBP4,459,497,543,162,199,436,83,90,254,429,410,589,0,0,7,3,7,796,269,333,80,578,379,175,135,448,592,347,328,431
PCCA,183,222,43,18,9,50,17,0,43,108,97,67,0,9,2,0,0,63,127,111,0,0,196,143,43,58,68,65,38,92
PCCA-AS1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0
PCCB,369,278,202,6,95,89,8,1,88,275,114,66,14,32,4,0,1,602,278,401,105,207,363,249,176,212,277,204,195,690
PCDH1,120,121,131,1,22,1,22,3,68,135,117,148,0,1,23,0,1,184,84,7,0,111,377,143,4,115,130,137,33,14
PCDH10,3,4,1,2,0,3,0,17,2,0,4,1,2,2,4,0,2,0,1,4,0,1,1,3,1,3,7,4,2,8
PCDH11X,0,0,1,8,2,3,0,0,1,0,0,2,1,1,1,1,1,3,2,3,0,1,2,2,3,1,2,3,2,3
PCDH11Y,2,1,0,5,6,5,1,1,1,1,0,0,2,0,2,1,0,1,1,3,0,5,0,1,1,0,4,7,2,1
PCDH12,12,15,80,0,0,0,1,0,25,54,16,14,0,2,9,0,1,81,23,83,0,1,28,19,6,9,27,16,51,12
PCDH15,4,1,0,1,1,0,2,0,2,3,1,4,1,2,0,1,0,2,0,8,1,1,1,4,2,0,0,9,1,3
PCDH17,3,7,1,11,15,2,0,4,7,8,4,8,0,2,2,9,4,1,1,3,1,186,2,3,3,1,10,50,0,5
PCDH18,4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,5,1,1,3,0,0,7
PCDH19,7,18,7,22,4,6,0,142,4,2,67,36,223,291,405,66,14,8,9,43,0,7,10,10,3,8,3,14,6,5
PCDH20,1,1,0,0,1,0,0,0,3,1,0,0,1,1,0,0,0,0,0,3,1,7,0,2,0,2,0,3,3,1
PCDH7,4,3,2,4,1,2,0,3,3,0,1,1,2,6,5,3,3,5,0,2,0,8,1,2,1,1,1,6,5,2
PCDH8,0,4,15,1,0,0,1,33,2,72,1,2,39,18,15,2,2,3,2,9,0,0,7,7,0,2,1,7,4,8
PCDH8P1,0,1,0,1,0,0,0,3,1,1,0,1,18,4,38,1,0,2,0,2,0,2,0,0,2,0,0,0,1,3
PCDH9,177,288,184,48,8,38,26,0,22,260,249,69,0,8,0,0,2,238,164,77,0,113,93,125,45,87,118,108,16,21
PCDH9-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCDH9-AS2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PCDH9-AS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCDH9-AS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCDHA1,0,1,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,2,0,0
PCDHA10,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,2
PCDHA11,2,1,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2
PCDHA12,0,1,0,1,1,0,0,4,0,0,1,2,2,3,21,0,2,1,0,1,0,0,0,0,1,0,0,3,1,0
PCDHA13,1,1,1,2,0,0,0,2,0,2,1,1,4,1,4,1,2,2,1,2,1,0,0,1,0,0,0,2,0,1
PCDHA14,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
PCDHA2,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,2
PCDHA3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0
PCDHA4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0
PCDHA5,0,0,0,0,0,1,0,2,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
PCDHA6,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
PCDHA7,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
PCDHA8,1,0,0,2,0,0,0,2,1,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,2,1,0,0
PCDHA9,0,1,0,3,1,2,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,1,1,1,0,0,6,1,0
PCDHAC1,1,0,1,0,0,0,0,6,0,0,0,0,2,7,5,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0
PCDHAC2,0,1,0,0,1,3,0,11,0,0,3,1,4,8,9,0,1,1,0,5,0,0,1,1,0,1,0,2,0,2
PCDHB1,2,0,1,0,0,0,0,0,0,0,1,0,2,3,0,1,0,0,0,1,0,3,0,0,1,0,0,1,0,0
PCDHB10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,0,3,2
PCDHB11,5,0,1,0,0,0,1,0,2,0,0,1,0,2,0,1,0,0,1,1,0,1,0,1,0,0,0,6,1,0
PCDHB12,3,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,2
PCDHB13,4,1,0,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,1
PCDHB14,2,2,0,2,1,0,3,0,0,0,2,1,0,9,3,3,0,0,0,2,0,2,1,4,0,1,2,0,1,1
PCDHB15,6,3,0,0,1,0,1,3,1,0,4,1,4,3,2,0,0,3,3,1,0,2,1,0,3,0,0,1,0,1
PCDHB16,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0
PCDHB17,1,1,2,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,2
PCDHB18,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,2,3,2,0,1,0,0,0,0
PCDHB19P,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,1,0
PCDHB2,9,10,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,13,0,2,3,0,1,2,0,2,2,0
PCDHB3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0,0
PCDHB4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0
PCDHB5,3,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,10,1,4,0,1,0,0,0,1,0,0,0,1
PCDHB6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,1,1,0,0,0,2,0
PCDHB7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,1,1,0,2,0,0,0,1
PCDHB8,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,3
PCDHB9,1,1,24,0,2,0,0,0,3,1,3,0,0,0,0,0,0,0,2,2,0,0,0,1,0,3,0,0,0,2
PCDHGA1,9,1,0,0,1,0,0,3,0,2,4,0,4,4,1,0,0,0,2,3,0,1,3,4,2,0,0,5,3,1
PCDHGA10,32,4,0,0,0,0,2,0,8,0,13,0,0,0,1,0,0,2,25,2,1,0,6,9,3,2,12,1,0,0
PCDHGA11,3,1,1,0,0,1,0,1,1,28,22,0,1,4,2,0,0,17,2,5,0,1,2,4,2,2,5,5,0,0
PCDHGA12,2,1,0,0,1,2,0,2,0,1,3,0,0,1,0,0,1,0,0,1,0,0,4,6,0,2,0,5,1,0
PCDHGA2,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,4,1,0,0
PCDHGA3,1,5,0,0,0,0,0,0,6,0,4,0,0,0,1,0,0,1,0,1,1,0,6,1,0,1,1,3,7,1
PCDHGA4,1,5,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,1,1,0,2,1,3,0,5,0,2,0,0
PCDHGA5,7,10,0,0,0,1,0,0,0,0,22,12,0,0,0,0,0,1,1,1,0,0,1,0,1,4,2,3,0,1
PCDHGA6,9,23,0,0,1,2,0,7,8,6,23,16,0,1,0,0,0,1,1,8,0,0,6,15,2,6,3,2,2,4
PCDHGA7,2,10,10,0,0,7,0,0,0,0,6,0,2,0,1,9,0,0,3,3,1,1,3,5,1,0,0,2,3,5
PCDHGA8,10,0,0,0,0,0,0,0,0,0,16,0,0,76,1,0,0,0,0,2,0,2,1,2,1,0,3,0,1,0
PCDHGA9,13,0,0,0,0,1,3,1,3,0,8,1,0,0,2,0,0,0,7,4,1,0,6,3,0,4,4,3,0,0
PCDHGB1,3,2,0,0,0,1,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,1,1,0,1,2,2,0,1,1
PCDHGB2,8,6,0,1,4,10,1,1,10,2,17,0,3,0,3,1,0,3,20,6,0,2,3,12,0,1,2,6,0,0
PCDHGB3,12,18,0,1,2,25,0,0,5,13,13,2,1,0,0,4,0,3,10,11,2,3,5,11,0,2,11,2,4,6
PCDHGB4,6,9,0,0,0,0,0,0,0,2,4,1,1,0,0,0,0,1,0,1,0,0,2,4,0,0,7,1,1,3
PCDHGB6,28,6,0,0,1,8,0,0,4,3,11,0,0,0,0,0,0,17,19,3,0,0,18,13,0,3,25,8,2,1
PCDHGB7,6,4,0,0,0,0,0,0,0,6,2,1,0,1,0,0,0,0,1,5,0,1,1,3,0,0,0,3,0,0
PCDHGB8P,4,2,0,0,0,1,0,0,2,18,0,14,2,0,2,0,0,0,2,2,0,2,1,1,0,2,0,3,0,1
PCDHGC3,11,1,1,0,0,1,0,1,5,15,35,0,0,1,1,1,0,2,5,8,0,2,5,1,1,3,4,5,2,1
PCDHGC4,6,0,0,2,0,1,0,0,1,0,0,5,2,1,0,0,0,1,4,0,0,1,5,1,0,2,1,2,4,0
PCDHGC5,3,2,0,0,0,1,0,0,4,0,12,0,0,0,0,0,0,0,3,3,0,1,2,4,2,0,4,2,0,4
PCDP1,1,1,2,2,2,0,1,1,1,0,0,2,0,0,1,0,0,2,1,1,1,0,0,5,2,2,1,4,2,0
PCED1A,1549,1749,1570,455,548,2187,368,24,1049,1265,2086,1694,228,75,43,564,0,2687,1400,1391,91,256,1892,823,364,1758,2246,1255,1533,1576
PCED1B,1790,1855,1186,389,377,1280,251,132,594,1819,1241,676,1,236,79,143,0,2909,1235,1570,0,965,1375,1356,687,1455,1318,1569,3112,4079
PCED1B-AS1,2206,2377,989,1612,1096,1536,293,192,1073,1700,1302,1236,88,135,32,1355,704,3051,2128,2199,500,2712,1799,1326,1912,1877,1944,1566,2373,4548
PCED1CP,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
PCF11,6603,7246,1680,597,194,1819,241,560,1360,8320,2956,1448,126,801,751,345,3,2856,3912,4590,0,3414,6625,11637,3234,5460,5694,4837,2352,2547
PCGEM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PCGF1,185,159,136,60,46,67,22,1,65,283,121,113,2,1,2,0,4,147,120,281,0,469,215,191,63,122,160,96,94,431
PCGF2,5,24,2,1,0,80,0,0,0,6,1,1,2,1,0,0,1,0,4,48,0,1,10,4,1,10,25,6,9,13
PCGF3,3657,5005,1005,169,83,1451,120,180,1109,1450,2188,826,182,130,95,144,203,1188,2176,1827,12,815,3392,2667,1125,1820,3990,1311,978,2273
PCGF5,1556,1429,757,347,174,1041,163,3,521,1419,603,504,4,3,37,0,114,937,1795,1761,684,1060,1366,1645,3399,1003,1077,997,525,1779
PCGF6,113,112,4,0,1,47,4,1,19,86,49,31,2,0,8,0,0,91,83,113,0,109,113,80,27,28,42,37,22,37
PCGF7P,12,8,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,7,6,4,0,7,8,8,3,5,4,1,2,7
PCID2,1702,1407,522,63,91,448,52,1,342,1161,622,301,48,0,5,10,223,873,913,801,0,1,1512,843,378,631,775,641,445,887
PCIF1,1764,1904,2574,497,932,1302,606,37,1611,2741,1633,2480,78,104,99,519,507,3425,1461,2404,477,3078,2015,2367,1913,2408,3340,1640,1764,6475
PCK1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,2,2,1,2,0,0
PCK2,588,473,953,96,130,510,188,436,378,963,548,480,1150,554,439,13,19,1073,425,820,1,761,528,366,333,439,601,358,571,1255
PCLO,1,4,0,5,1,0,0,2,1,7,1,2,2,1,3,3,0,3,2,4,1,4,2,7,4,1,3,4,1,2
PCM1,3941,3375,602,173,161,659,102,63,591,2084,1509,368,37,75,123,1,0,820,2763,2522,55,432,3732,3793,702,1321,1601,1405,398,805
PCMT1,973,844,609,381,293,244,117,7,622,1543,463,542,0,1,13,28,0,696,664,2279,0,971,841,1457,1095,537,699,620,423,1224
PCMTD1,1178,1122,269,125,82,138,70,8,293,1220,363,397,0,21,38,158,82,198,702,1794,0,196,1015,1676,1170,576,724,579,175,362
PCMTD1P1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
PCMTD1P2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,2,0,0,2,2,0,1,0,1,0,0
PCMTD1P3,2,4,0,0,0,0,0,0,0,0,4,14,0,0,0,1,0,0,2,2,0,0,5,11,4,5,2,0,0,0
PCMTD2,1811,1852,277,26,61,329,79,47,372,1191,857,352,24,53,71,4,3,564,1286,1408,0,310,1826,1689,525,914,1267,809,413,926
PCNA,1074,958,257,28,55,512,103,2,202,734,433,214,0,0,17,0,0,562,862,983,0,238,974,796,502,507,675,459,294,2940
PCNAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
PCNAP3,33,28,26,0,2,0,0,0,2,23,4,0,0,0,0,0,0,0,7,2,0,0,13,11,14,10,14,1,3,53
PCNAP4,4,4,1,0,0,0,0,0,3,6,0,12,0,0,0,0,0,0,1,1,0,0,3,4,6,3,1,3,1,15
PCNP,1370,1310,369,245,158,279,25,10,344,1211,425,294,84,20,64,0,0,337,1360,1524,66,370,1315,1360,694,493,607,600,266,431
PCNPP1,4,19,1,0,0,0,0,0,0,9,10,5,0,0,5,0,0,1,10,11,0,0,6,18,6,13,10,8,3,2
PCNPP2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
PCNPP3,5,1,0,0,0,0,0,0,2,1,2,0,0,1,1,0,0,1,1,2,0,1,2,2,1,0,3,1,3,3
PCNPP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PCNPP5,68,27,1,0,1,1,0,1,3,27,17,8,1,2,6,0,0,25,11,29,0,1,30,57,29,17,39,5,7,27
PCNT,2834,2983,1370,81,133,1243,196,32,1159,2010,2855,1285,167,300,371,1,70,2497,2387,1114,93,1757,3280,1767,385,2484,2367,1661,1388,2525
PCNX,9670,7195,1737,1115,796,783,292,79,1783,4323,2375,1768,177,221,434,468,0,1696,4871,5919,311,1374,5924,20369,3676,7096,9473,5043,1860,3595
PCNXL2,1913,1828,1321,718,1953,1198,188,73,670,1180,978,1314,5,1,36,123,539,1325,1260,644,111,392,1369,673,287,1144,1806,918,738,908
PCNXL3,3353,3439,3931,412,829,1825,701,872,2549,3264,3530,4334,455,637,572,226,4,4042,2847,2505,147,2449,3085,2744,967,5704,6166,2915,3519,4405
PCNXL4,777,761,196,1,25,77,43,4,138,553,518,91,0,0,9,0,0,419,589,489,1,233,924,1018,214,311,397,365,222,321
PCOLCE,172,160,218,94,39,95,35,93,127,186,234,162,11,40,7,0,0,363,120,116,0,1,253,120,40,204,343,127,186,177
PCOLCE-AS1,31,9,22,4,15,0,5,2,3,6,14,0,2,0,0,0,56,69,18,1,0,2,7,4,0,20,29,23,28,4
PCOLCE2,20,1,0,1,1,0,6,7,0,0,3,1,3,5,8,1,0,0,0,12,1,1,2,11,3,1,1,11,1,64
PCP2,71,108,166,22,124,240,18,3,41,37,154,319,7,6,26,90,0,321,101,138,0,270,111,88,26,195,147,104,93,48
PCP4,0,0,0,0,0,0,0,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCP4L1,0,1,0,0,1,0,0,0,0,5,8,0,0,2,0,0,0,0,3,0,0,0,2,1,4,0,1,3,3,0
PCSK1,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,3,0,0,1,2,0,2,3,3,4,3
PCSK1N,6,3,1,46,39,22,1,12,25,4,48,53,1,0,12,1,1,18,35,55,0,1,13,7,3,8,7,21,18,8
