,T2D_1,T2D_2,T2D_3,T2D_4,T2D_5,HV_1,HV_2,HV_3,HV_4,HV_5
LMX1A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMX1A-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMX1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMX1B-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNC-LBCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNCAROD,8.0,6.0,4.0,4.0,4.0,3.0,2.0,5.0,12.0,0.0
LNCARSR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNCATV,33.0,15.0,33.0,7.0,12.0,27.0,35.0,16.0,6.0,8.0
LNCBRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNCHR1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LNCNEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNCOC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNCOG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNCPOIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNCPRESS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNCPRESS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNCRNA-IUR,49.0,86.0,43.0,45.0,33.0,59.0,27.0,20.0,12.0,39.0
LNCSRLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNCTAM34A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNCTSI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNMICC,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LNP1,2.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,0.0,1.0
LNPEP,292.0,340.0,254.0,479.0,588.0,990.0,682.0,36.0,25.0,291.0
LNPK,137.0,170.0,74.0,146.0,156.0,265.0,77.0,2.0,0.0,30.0
LNX1,3.0,5.0,2.0,8.0,4.0,21.0,11.0,0.0,0.0,1.0
LNX1-AS1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
LNX1-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNX2,51.0,57.0,36.0,37.0,78.0,109.0,40.0,8.0,7.0,14.0
LOH12CR2,0.0,1.0,1.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0
LONP1,342.0,273.0,200.0,552.0,397.0,336.0,255.0,286.0,178.0,156.0
LONP2,252.0,202.0,122.0,273.0,322.0,424.0,248.0,13.0,9.0,106.0
LONRF1,318.0,230.0,226.0,386.0,271.0,199.0,93.0,4.0,2.0,26.0
LONRF2,5.0,5.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0
LONRF2P1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LONRF2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONRF2P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONRF2P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONRF2P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONRF3,63.0,29.0,36.0,85.0,60.0,47.0,15.0,0.0,1.0,12.0
LORICRIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOX,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
LOXHD1,30.0,2.0,30.0,37.0,44.0,102.0,65.0,2.0,0.0,25.0
LOXL1,273.0,114.0,69.0,66.0,22.0,31.0,14.0,31.0,5.0,11.0
LOXL1-AS1,26.0,12.0,17.0,17.0,17.0,55.0,28.0,21.0,9.0,42.0
LOXL2,17.0,21.0,11.0,12.0,27.0,24.0,21.0,5.0,3.0,4.0
LOXL2-AS1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
LOXL3,62.0,30.0,31.0,23.0,44.0,69.0,76.0,78.0,39.0,38.0
LOXL4,10.0,7.0,8.0,14.0,5.0,7.0,7.0,0.0,0.0,1.0
LPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPAL2,20.0,6.0,12.0,5.0,14.0,20.0,5.0,1.0,0.0,5.0
LPAR1,11.0,5.0,7.0,7.0,15.0,33.0,15.0,7.0,1.0,2.0
LPAR2,700.0,438.0,831.0,513.0,511.0,1150.0,601.0,286.0,210.0,310.0
LPAR3,4.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0
LPAR4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
LPAR5,24.0,31.0,18.0,25.0,22.0,66.0,56.0,26.0,20.0,35.0
LPAR6,158.0,108.0,146.0,177.0,280.0,495.0,45.0,0.0,1.0,4.0
LPCAT1,28.0,50.0,47.0,54.0,39.0,100.0,111.0,27.0,4.0,36.0
LPCAT2,361.0,340.0,247.0,166.0,350.0,2167.0,1218.0,148.0,26.0,296.0
LPCAT2BP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPCAT3,62.0,35.0,23.0,32.0,51.0,134.0,140.0,318.0,79.0,60.0
LPCAT4,147.0,77.0,113.0,94.0,165.0,273.0,207.0,121.0,119.0,122.0
LPGAT1,779.0,773.0,361.0,508.0,757.0,2646.0,1182.0,60.0,36.0,334.0
LPGAT1-AS1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LPIN1,243.0,183.0,126.0,359.0,308.0,337.0,182.0,5.0,3.0,79.0
LPIN2,614.0,402.0,290.0,377.0,533.0,1114.0,1046.0,60.0,24.0,317.0
LPIN3,1.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0
LPL,0.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0
LPO,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
LPP,454.0,357.0,148.0,447.0,467.0,807.0,532.0,32.0,16.0,259.0
LPP-AS1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
LPP-AS2,6.0,0.0,5.0,0.0,2.0,22.0,9.0,1.0,3.0,6.0
LPXN,256.0,111.0,196.0,117.0,268.0,511.0,355.0,356.0,174.0,269.0
LRAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRATD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRATD2,151.0,109.0,51.0,127.0,114.0,98.0,23.0,10.0,8.0,15.0
LRBA,294.0,213.0,160.0,319.0,435.0,416.0,353.0,18.0,5.0,250.0
LRCH1,211.0,79.0,53.0,145.0,198.0,245.0,116.0,6.0,9.0,51.0
LRCH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRCH3,160.0,91.0,100.0,104.0,237.0,345.0,200.0,11.0,10.0,98.0
LRCH4,426.0,215.0,286.0,201.0,308.0,841.0,757.0,982.0,567.0,373.0
LRCOL1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
LRFN1,101.0,86.0,75.0,77.0,78.0,366.0,376.0,304.0,114.0,202.0
LRFN2,3.0,0.0,7.0,0.0,1.0,2.0,11.0,0.0,2.0,9.0
LRFN3,18.0,9.0,18.0,3.0,9.0,50.0,69.0,65.0,63.0,76.0
LRFN4,20.0,13.0,27.0,10.0,30.0,62.0,43.0,52.0,45.0,28.0
LRFN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRFN5-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRG1,2022.0,829.0,1346.0,593.0,499.0,2660.0,2390.0,7724.0,1525.0,2021.0
LRGUK,4.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
LRIF1,26.0,9.0,14.0,9.0,28.0,74.0,30.0,2.0,1.0,16.0
LRIG1,162.0,127.0,61.0,256.0,168.0,227.0,128.0,3.0,10.0,94.0
LRIG2,85.0,42.0,52.0,78.0,106.0,106.0,64.0,6.0,2.0,25.0
LRIG2-DT,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0
LRIG3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRIG3-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRIT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRIT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRIT3,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0
LRMDA,24.0,12.0,22.0,20.0,29.0,47.0,30.0,38.0,12.0,15.0
LRP1,850.0,953.0,460.0,778.0,1480.0,1669.0,3614.0,2490.0,710.0,2222.0
LRP1-AS,2.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
LRP10,3608.0,3241.0,2719.0,1671.0,2020.0,9223.0,9774.0,14106.0,4587.0,5468.0
LRP11,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
LRP12,8.0,2.0,11.0,17.0,8.0,14.0,10.0,4.0,0.0,12.0
LRP1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRP2BP,16.0,7.0,5.0,15.0,4.0,17.0,4.0,0.0,1.0,5.0
LRP2BP-AS1,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
LRP3,105.0,76.0,64.0,110.0,120.0,151.0,174.0,278.0,135.0,84.0
LRP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRP4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRP5,13.0,6.0,6.0,12.0,8.0,25.0,26.0,10.0,6.0,10.0
LRP5L,88.0,49.0,28.0,169.0,83.0,60.0,36.0,10.0,10.0,14.0
LRP6,10.0,12.0,5.0,3.0,13.0,31.0,7.0,0.0,0.0,1.0
LRP8,32.0,40.0,13.0,62.0,95.0,55.0,36.0,1.0,0.0,12.0
LRP8-DT,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LRPAP1,1900.0,1188.0,1011.0,1100.0,1186.0,1764.0,1179.0,1291.0,305.0,709.0
LRPPRC,293.0,306.0,157.0,364.0,383.0,629.0,216.0,11.0,4.0,94.0
LRR1,42.0,20.0,13.0,24.0,36.0,34.0,12.0,11.0,2.0,13.0
LRRC1,5.0,2.0,5.0,1.0,4.0,14.0,3.0,0.0,0.0,0.0
LRRC10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC10B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC14,98.0,38.0,58.0,42.0,92.0,183.0,143.0,175.0,130.0,135.0
LRRC14B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC17,0.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0
LRRC18,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0
LRRC19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC2,0.0,3.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0
LRRC2-AS1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
LRRC20,7.0,2.0,7.0,1.0,19.0,20.0,22.0,15.0,20.0,17.0
LRRC23,37.0,13.0,25.0,23.0,19.0,27.0,15.0,9.0,2.0,12.0
LRRC24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC25,3699.0,2160.0,843.0,2438.0,1659.0,4887.0,5457.0,8884.0,3417.0,2655.0
LRRC26,0.0,0.0,2.0,0.0,2.0,4.0,8.0,8.0,20.0,2.0
LRRC27,39.0,9.0,34.0,26.0,45.0,56.0,16.0,18.0,5.0,18.0
LRRC28,125.0,89.0,64.0,81.0,119.0,156.0,89.0,68.0,18.0,60.0
LRRC2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC3,5.0,6.0,3.0,5.0,7.0,26.0,20.0,19.0,4.0,12.0
LRRC3-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC32,30.0,13.0,14.0,49.0,28.0,3.0,11.0,3.0,7.0,5.0
LRRC34,10.0,3.0,4.0,8.0,6.0,11.0,6.0,0.0,0.0,2.0
LRRC34P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC34P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC36,0.0,2.0,4.0,5.0,7.0,4.0,3.0,1.0,1.0,2.0
LRRC37A,1.0,0.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,3.0
LRRC37A11P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC37A12P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC37A13P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC37A14P,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC37A15P,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0
LRRC37A16P,53.0,40.0,12.0,39.0,43.0,61.0,31.0,8.0,0.0,16.0
LRRC37A17P,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LRRC37A2,6.0,0.0,0.0,2.0,12.0,0.0,4.0,1.0,0.0,2.0
LRRC37A3,9.0,0.0,2.0,3.0,6.0,11.0,5.0,0.0,0.0,3.0
LRRC37A4P,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC37A5P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
LRRC37A6P,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
LRRC37A7P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC37A9P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC37B,222.0,195.0,86.0,232.0,302.0,267.0,106.0,17.0,1.0,35.0
LRRC37BP1,31.0,17.0,16.0,18.0,46.0,60.0,23.0,0.0,1.0,3.0
LRRC38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC39,7.0,1.0,0.0,4.0,8.0,3.0,3.0,0.0,0.0,0.0
LRRC3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC3B-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC4,269.0,280.0,197.0,86.0,105.0,630.0,410.0,166.0,68.0,165.0
LRRC40,84.0,71.0,42.0,122.0,95.0,93.0,27.0,2.0,0.0,9.0
LRRC41,107.0,82.0,86.0,113.0,167.0,283.0,262.0,399.0,255.0,196.0
LRRC42,132.0,67.0,69.0,41.0,63.0,124.0,47.0,10.0,11.0,18.0
LRRC43,2.0,2.0,3.0,0.0,5.0,15.0,2.0,6.0,0.0,4.0
LRRC45,86.0,33.0,103.0,51.0,71.0,124.0,123.0,91.0,107.0,83.0
LRRC46,9.0,4.0,2.0,0.0,6.0,22.0,8.0,10.0,0.0,9.0
LRRC47,318.0,263.0,178.0,322.0,373.0,419.0,272.0,241.0,119.0,159.0
LRRC49,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC4B,3.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0
LRRC4C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC51,17.0,9.0,3.0,12.0,18.0,27.0,17.0,8.0,5.0,14.0
LRRC52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC52-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC56,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0
LRRC57,130.0,135.0,106.0,125.0,177.0,174.0,53.0,3.0,1.0,34.0
LRRC57P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC58,188.0,160.0,81.0,222.0,306.0,378.0,147.0,3.0,7.0,43.0
LRRC59,773.0,377.0,586.0,547.0,595.0,577.0,270.0,152.0,75.0,142.0
LRRC61,4.0,1.0,4.0,2.0,6.0,49.0,41.0,125.0,64.0,35.0
LRRC63,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LRRC66,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LRRC69,1.0,2.0,8.0,2.0,0.0,11.0,2.0,2.0,0.0,3.0
LRRC7,5.0,6.0,3.0,0.0,7.0,9.0,3.0,0.0,0.0,0.0
LRRC7-AS1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LRRC70,15.0,16.0,1.0,4.0,14.0,10.0,1.0,0.0,0.0,1.0
LRRC71,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC73,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
LRRC74A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC74B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC75A,27.0,52.0,55.0,27.0,23.0,80.0,69.0,23.0,25.0,42.0
LRRC75B,66.0,35.0,25.0,60.0,23.0,22.0,1.0,6.0,4.0,6.0
LRRC77P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC78P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC8A,441.0,276.0,331.0,326.0,332.0,445.0,316.0,115.0,72.0,205.0
LRRC8B,72.0,67.0,26.0,82.0,109.0,82.0,46.0,3.0,2.0,11.0
LRRC8C,555.0,413.0,156.0,765.0,618.0,393.0,229.0,12.0,11.0,120.0
LRRC8C-DT,31.0,23.0,29.0,40.0,58.0,53.0,18.0,9.0,0.0,7.0
LRRC8D,143.0,83.0,110.0,149.0,155.0,331.0,154.0,22.0,3.0,62.0
LRRC8D-DT,6.0,3.0,3.0,3.0,2.0,15.0,12.0,5.0,4.0,2.0
LRRC8E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRCC1,19.0,5.0,15.0,12.0,30.0,37.0,2.0,0.0,0.0,5.0
LRRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRFIP1,2394.0,2071.0,1301.0,2791.0,2780.0,6424.0,3035.0,120.0,56.0,892.0
LRRFIP1P1,5.0,4.0,10.0,10.0,11.0,5.0,5.0,0.0,0.0,0.0
LRRFIP2,469.0,272.0,233.0,337.0,427.0,544.0,253.0,94.0,38.0,104.0
LRRFIP2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRIQ1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
LRRIQ3,2.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
LRRIQ4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRK1,293.0,160.0,107.0,228.0,276.0,370.0,428.0,60.0,25.0,155.0
LRRK2,1503.0,1511.0,808.0,799.0,1463.0,6898.0,4274.0,146.0,64.0,1011.0
LRRK2-DT,40.0,48.0,45.0,26.0,60.0,145.0,31.0,7.0,8.0,11.0
LRRN1,1.0,1.0,3.0,1.0,1.0,20.0,25.0,0.0,0.0,0.0
LRRN2,15.0,12.0,4.0,23.0,17.0,48.0,35.0,1.0,0.0,16.0
LRRN3,7.0,4.0,0.0,2.0,10.0,49.0,13.0,0.0,0.0,0.0
LRRN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRN4CL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRTM1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LRRTM2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LRRTM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRTM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRTM4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRSAM1,168.0,84.0,85.0,89.0,130.0,218.0,145.0,60.0,32.0,86.0
LRTM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRTM2,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
LRTOMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRWD1,467.0,222.0,259.0,180.0,223.0,512.0,236.0,151.0,110.0,114.0
LSAMP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSAMP-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSG1,187.0,121.0,107.0,211.0,259.0,230.0,104.0,1.0,1.0,51.0
LSINCT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM1,178.0,66.0,84.0,76.0,103.0,125.0,56.0,59.0,25.0,50.0
LSM10,532.0,358.0,352.0,425.0,318.0,534.0,538.0,829.0,437.0,328.0
LSM11,12.0,4.0,11.0,8.0,23.0,57.0,12.0,1.0,3.0,6.0
LSM12,163.0,92.0,74.0,151.0,141.0,154.0,93.0,22.0,4.0,37.0
LSM12P1,64.0,53.0,37.0,72.0,56.0,75.0,28.0,7.0,0.0,15.0
LSM14A,134.0,102.0,24.0,260.0,106.0,164.0,25.0,3.0,1.0,14.0
LSM14B,333.0,247.0,188.0,395.0,277.0,512.0,253.0,134.0,78.0,154.0
LSM1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM3,315.0,171.0,226.0,197.0,292.0,403.0,132.0,92.0,18.0,83.0
LSM3P2,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM3P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LSM3P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM3P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM4,685.0,308.0,435.0,396.0,535.0,686.0,518.0,561.0,355.0,314.0
LSM5,144.0,77.0,114.0,90.0,115.0,151.0,75.0,68.0,27.0,36.0
LSM6,107.0,71.0,66.0,89.0,100.0,186.0,64.0,63.0,29.0,41.0
LSM6P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM7,691.0,275.0,369.0,389.0,480.0,489.0,299.0,265.0,201.0,192.0
LSM8,383.0,204.0,159.0,239.0,343.0,407.0,136.0,73.0,35.0,49.0
LSMEM1,26.0,16.0,21.0,9.0,23.0,58.0,37.0,2.0,0.0,7.0
LSMEM2,9.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
LSP1,10291.0,5976.0,5581.0,7278.0,5470.0,15663.0,14459.0,19182.0,8218.0,8374.0
LSP1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSP1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSP1P3,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0
LSP1P4,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
LSR,289.0,134.0,132.0,356.0,245.0,159.0,152.0,74.0,115.0,112.0
LSS,10.0,26.0,16.0,20.0,22.0,26.0,40.0,48.0,20.0,26.0
LST1,4.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
LTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTA4H,1432.0,780.0,871.0,968.0,933.0,2577.0,730.0,218.0,49.0,328.0
LTB,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0
LTB4R,426.0,292.0,278.0,403.0,334.0,775.0,776.0,998.0,403.0,314.0
LTB4R2,16.0,8.0,5.0,22.0,17.0,38.0,19.0,3.0,1.0,11.0
LTBP1,28.0,7.0,22.0,31.0,20.0,20.0,38.0,12.0,4.0,41.0
LTBP2,31.0,118.0,46.0,52.0,33.0,50.0,73.0,28.0,30.0,92.0
LTBP3,632.0,361.0,403.0,415.0,465.0,588.0,474.0,353.0,505.0,397.0
LTBP4,267.0,104.0,144.0,245.0,207.0,447.0,343.0,179.0,179.0,220.0
LTBR,450.0,260.0,271.0,328.0,303.0,814.0,818.0,1384.0,360.0,363.0
LTC4S,27.0,14.0,21.0,18.0,13.0,30.0,11.0,6.0,17.0,18.0
LTF,471.0,1196.0,933.0,1561.0,774.0,182.0,1641.0,51.0,89.0,416.0
LTK,36.0,24.0,32.0,43.0,57.0,94.0,142.0,49.0,75.0,109.0
LTN1,220.0,207.0,100.0,254.0,288.0,314.0,132.0,1.0,1.0,46.0
LTO1,86.0,87.0,85.0,76.0,137.0,178.0,77.0,36.0,21.0,48.0
LTO1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTV1,99.0,61.0,39.0,67.0,102.0,77.0,18.0,0.0,0.0,12.0
LTV1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUADT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUARIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUC7L,354.0,165.0,201.0,253.0,279.0,334.0,113.0,36.0,18.0,68.0
