Gene,HC1,HC2,HC3,HC4,HC5,T2DM1,T2DM2,T2DM3,T2DM4,T2DM5
MSTRG.113,0.0,3.55,2.58,0.35,2.74,1.49,2.61,2.01,0.77,0.94
MSTRG.11319,3.62,4.75,2.7,2.43,4.09,7.58,8.22,4.28,3.04,4.99
MSTRG.1132,17.96,23.66,33.22,31.4,50.58,22.5,17.29,11.81,21.27,22.27
MSTRG.1133,10.8,10.43,15.64,21.2,29.66,13.63,14.96,9.14,14.12,14.55
MSTRG.1134,9.11,17.52,29.4,28.2,41.09,28.16,26.62,25.99,24.43,18.59
MSTRG.1135,5.91,9.47,13.98,10.09,30.4,12.83,12.76,3.47,10.13,9.81
MSTRG.1137,19.66,14.23,21.18,35.23,18.94,18.23,18.61,12.56,23.93,15.31
MSTRG.11370,0.84,0.91,0.79,2.09,0.31,0.71,0.92,1.2,0.46,0.55
MSTRG.1138,171.76,198.65,172.05,214.9,262.3,218.31,152.23,168.71,253.65,182.17
MSTRG.1142,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSTRG.1143,2.23,3.97,4.2,3.58,2.25,5.16,4.84,2.48,2.72,5.99
MSTRG.1144,0.0,1.6,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.34
MSTRG.11441,32.74,36.57,5.71,4.81,9.29,57.47,52.84,69.01,17.13,31.29
MSTRG.1145,74.87,26.97,10.38,15.21,15.09,15.73,8.75,30.42,31.46,30.65
MSTRG.1147,1.88,2.71,17.65,8.19,19.06,10.24,10.08,1.9,15.02,7.92
MSTRG.1148,11.28,16.16,12.95,8.94,12.31,20.94,21.95,36.8,14.51,18.11
MSTRG.115,545.44,218.43,167.43,134.99,159.74,177.72,135.05,164.85,220.77,189.13
MSTRG.1150,8.78,4.4,6.73,14.37,9.5,19.49,3.4,3.7,7.03,9.07
MSTRG.1152,1.72,4.59,6.07,3.41,4.51,3.32,4.17,4.96,6.57,2.99
MSTRG.1155,4.11,1.59,0.45,1.66,0.75,2.96,0.9,2.38,1.33,2.27
MSTRG.11558,5.66,2.12,0.04,0.18,0.0,0.98,1.26,8.65,4.04,2.48
MSTRG.1156,1.15,3.76,2.72,3.13,1.86,1.31,2.93,2.22,1.7,2.6
MSTRG.11564,1.89,1.05,1.34,1.0,0.78,1.76,1.97,3.33,0.72,1.06
MSTRG.1157,1.17,5.37,4.76,2.77,0.0,1.18,2.71,2.92,2.95,3.15
MSTRG.1158,3.56,4.72,4.07,2.93,5.87,5.71,3.08,6.35,5.63,4.98
MSTRG.11581,3.05,1.02,0.25,0.21,0.18,0.79,0.96,3.64,3.83,1.58
MSTRG.11587,1.66,1.1,0.29,0.31,0.09,2.23,0.93,2.12,1.59,1.54
MSTRG.1159,2.35,0.0,4.83,2.91,3.14,2.05,3.09,4.06,2.24,0.0
MSTRG.116,2.57,2.28,2.76,0.95,2.09,2.62,1.88,2.05,1.71,3.56
MSTRG.1160,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0
MSTRG.1161,0.0,1.33,1.35,1.48,1.82,3.37,2.4,1.18,2.19,2.28
MSTRG.1162,0.0,1.08,1.33,0.71,1.08,0.0,0.0,1.12,1.1,0.0
MSTRG.1163,4.21,11.05,12.17,7.01,13.08,17.06,6.49,9.9,6.06,19.23
MSTRG.1164,0.12,5.38,2.97,1.45,1.01,6.49,3.61,8.55,3.24,8.26
MSTRG.1165,3.54,6.3,7.73,6.98,2.89,11.08,2.78,6.72,2.49,10.8
MSTRG.1167,4.8,16.6,18.15,17.27,16.04,61.67,11.18,23.11,10.57,39.91
MSTRG.1168,2.07,0.29,0.0,1.03,1.33,7.3,3.34,10.32,1.69,6.54
MSTRG.1169,0.33,0.0,1.47,2.79,1.38,1.66,1.09,6.58,1.16,0.51
MSTRG.11692,0.36,1.12,0.97,0.58,1.87,1.94,3.33,3.14,1.09,1.85
MSTRG.1170,4.88,11.82,5.27,9.08,11.92,22.59,14.02,21.11,12.27,26.72
MSTRG.1174,0.0,0.15,0.0,0.27,0.15,0.39,1.33,0.4,0.56,0.09
MSTRG.1175,1.4,0.66,3.12,1.17,4.28,4.57,2.81,2.89,4.59,4.1
MSTRG.1178,2.25,2.03,1.48,1.6,1.84,2.13,0.99,0.79,2.15,1.92
MSTRG.1179,23.92,36.78,41.34,39.25,41.03,21.99,29.15,32.78,24.45,32.57
MSTRG.1180,19.2,16.5,29.83,26.3,27.94,16.89,20.51,27.28,16.97,24.73
MSTRG.1181,1.71,3.79,5.09,4.17,6.58,4.13,4.93,3.71,3.68,4.47
MSTRG.1182,32.8,53.37,76.37,46.11,57.91,32.75,19.07,23.12,28.65,24.38
MSTRG.1183,7.72,19.88,34.87,27.49,20.63,25.08,5.61,11.91,14.63,19.27
MSTRG.1184,10.56,10.48,10.74,3.91,15.27,16.87,11.96,9.47,8.42,10.34
MSTRG.1186,7.06,4.43,0.0,0.0,2.2,1.29,0.0,1.42,0.56,2.24
MSTRG.1187,0.65,0.0,0.94,0.9,3.09,0.58,1.54,2.18,2.68,2.78
MSTRG.1189,34.2,26.31,34.48,47.38,38.72,15.31,17.46,19.76,18.55,19.78
MSTRG.119,0.55,0.0,1.25,0.27,0.0,0.48,0.55,0.07,1.37,1.44
MSTRG.1190,0.05,2.13,0.15,0.0,0.1,1.37,0.0,4.93,1.09,4.3
MSTRG.11902,0.28,0.1,0.07,0.17,0.03,0.53,0.98,0.5,0.3,0.16
MSTRG.1191,5.37,10.45,12.46,6.36,15.35,15.3,5.59,6.79,8.49,16.23
MSTRG.1192,1.85,8.95,0.0,0.0,4.99,7.35,20.76,20.65,1.89,2.5
MSTRG.1193,5.43,7.37,12.72,12.63,17.88,30.75,13.9,37.44,24.07,39.81
MSTRG.1194,0.65,1.48,3.58,1.11,1.72,1.86,2.01,2.37,1.33,1.65
MSTRG.1195,58.27,47.98,45.49,38.48,37.12,28.66,25.62,19.93,18.27,23.62
MSTRG.1196,1.8,2.33,2.58,0.92,0.62,6.05,0.0,2.99,0.0,4.72
MSTRG.1197,9.12,21.58,27.15,8.4,14.78,32.05,2.48,6.62,3.35,7.72
MSTRG.1199,0.74,0.8,1.42,1.78,0.79,0.74,1.98,1.15,0.97,3.66
MSTRG.12,0.06,0.33,0.94,0.0,0.13,0.21,0.49,0.65,0.26,0.07
MSTRG.1200,5.46,13.11,10.56,8.88,34.4,6.43,7.88,4.5,5.53,10.34
MSTRG.1201,0.28,1.27,1.58,1.89,0.14,0.73,1.41,3.17,0.97,1.28
MSTRG.1204,0.98,1.22,3.97,0.22,2.0,3.21,1.17,0.41,0.39,0.64
MSTRG.1205,3.5,3.37,12.61,0.0,4.18,5.58,3.18,0.0,0.0,0.0
MSTRG.12060,0.0,0.19,0.09,0.42,0.0,0.09,0.75,0.52,0.6,0.1
MSTRG.1208,1.44,0.03,0.04,1.14,0.72,0.65,0.38,0.0,1.69,1.07
MSTRG.1209,7.7,6.81,11.46,6.56,15.5,6.6,5.64,2.78,4.23,2.35
MSTRG.121,9.44,20.34,1.28,1.28,1.87,18.74,15.1,17.53,4.6,6.52
MSTRG.1210,3.76,8.22,8.41,8.59,8.85,6.94,5.84,5.89,7.23,5.72
MSTRG.1211,0.0,1.43,0.31,0.0,0.0,2.08,1.34,0.46,0.0,1.16
MSTRG.1212,20.6,25.24,16.81,22.35,25.3,27.05,15.04,18.09,21.02,16.33
MSTRG.1213,1.68,2.45,5.44,2.78,7.56,4.11,4.39,3.26,2.53,3.87
MSTRG.12131,1.21,0.93,0.36,0.57,0.32,1.6,0.6,0.9,0.81,1.82
MSTRG.1214,5.88,5.9,10.79,10.49,12.58,7.81,5.2,5.01,6.7,5.25
MSTRG.1215,3.34,5.99,9.16,8.54,14.11,7.89,9.61,5.95,7.2,7.98
MSTRG.1216,0.24,1.06,0.03,1.32,1.91,0.69,0.72,1.02,1.11,0.55
MSTRG.1217,0.52,1.82,1.14,0.0,0.62,0.97,0.65,1.96,1.67,1.13
MSTRG.12174,1.99,3.42,0.95,0.68,1.81,5.51,11.77,8.97,3.51,5.27
MSTRG.1218,0.18,0.39,1.44,2.05,3.62,0.93,0.54,2.92,3.55,1.34
MSTRG.1219,91.56,98.36,97.78,116.78,125.21,115.0,97.88,96.64,104.76,83.44
MSTRG.12190,1.17,0.98,0.34,0.39,0.4,3.83,2.05,1.17,0.87,1.88
MSTRG.122,447.65,11.5,385.46,5.39,0.6,403.75,398.8,623.05,4.21,1.7
MSTRG.1220,0.14,0.07,0.14,5.42,0.14,0.57,0.0,0.18,3.47,0.43
MSTRG.1225,0.13,0.4,0.8,0.8,1.96,1.13,0.78,0.51,0.8,0.91
MSTRG.1226,0.21,1.35,2.79,0.18,1.79,1.17,0.61,0.22,1.86,2.58
MSTRG.1227,2.72,5.03,2.32,2.47,3.38,4.04,3.26,3.7,1.89,2.73
MSTRG.1228,1.22,4.58,6.63,3.12,9.89,6.91,10.36,6.29,4.67,6.01
MSTRG.123,0.82,1.11,1.39,0.64,0.0,2.01,1.16,1.07,2.34,2.44
MSTRG.1230,99.65,71.92,82.24,66.25,126.46,50.36,61.79,37.32,66.33,47.56
MSTRG.12304,3.45,1.72,0.38,0.19,0.33,1.66,0.64,1.86,1.31,1.56
MSTRG.1236,53.05,62.99,69.42,49.32,72.05,56.29,53.52,48.86,49.1,51.69
MSTRG.1238,0.42,1.18,0.9,0.58,2.15,0.67,0.53,0.07,1.42,0.97
MSTRG.1239,11.73,7.14,6.02,10.68,7.69,8.69,4.15,5.58,8.6,7.64
MSTRG.124,1.65,1.93,5.36,3.5,3.33,2.07,3.85,2.35,0.0,3.54
MSTRG.1241,2.09,0.0,1.22,0.0,0.0,5.51,0.0,0.48,0.0,0.0
MSTRG.1243,1.33,2.79,1.69,1.85,2.01,2.56,2.8,1.9,1.23,2.34
MSTRG.1244,0.75,2.2,0.97,1.1,0.5,1.23,0.62,1.35,0.79,0.83
MSTRG.1247,0.7,0.96,0.96,1.09,0.72,1.08,1.25,0.96,1.49,0.0
MSTRG.1249,0.51,1.29,1.67,1.12,2.34,1.38,1.44,1.39,1.66,3.95
MSTRG.125,0.92,1.81,3.5,1.46,0.06,3.12,2.94,2.72,4.46,4.38
MSTRG.1251,0.0,0.0,1.43,0.66,2.21,1.92,1.77,0.91,1.05,1.5
MSTRG.12515,2.37,1.42,1.9,6.28,1.59,1.42,1.8,2.81,2.33,1.28
MSTRG.1252,3.53,10.62,30.65,2.07,29.56,23.54,12.96,9.93,13.77,17.4
MSTRG.12541,0.48,2.86,0.2,0.26,0.08,1.84,1.17,1.51,1.08,0.64
MSTRG.1255,9.07,4.78,0.54,1.05,0.0,10.94,3.78,6.04,5.16,4.81
MSTRG.12553,0.58,0.0,0.0,0.0,0.0,0.0,2.96,0.28,0.0,0.0
MSTRG.12576,10.33,13.58,14.61,10.25,9.63,17.93,18.61,22.14,23.04,16.81
MSTRG.1258,0.0,1.77,0.0,0.0,1.2,1.19,0.0,0.0,0.0,0.0
MSTRG.12641,6.04,7.12,0.23,0.72,0.31,3.38,2.65,9.42,3.68,7.31
MSTRG.12642,4.05,2.11,0.52,0.43,0.46,2.6,0.48,2.79,0.91,1.27
MSTRG.12643,3.25,2.18,0.08,0.1,0.04,0.53,1.12,2.37,0.84,1.31
MSTRG.1268,0.89,1.92,4.2,1.81,3.2,1.89,1.74,2.77,3.37,2.58
MSTRG.1269,28.39,29.51,38.14,43.11,45.47,40.12,37.7,29.43,51.73,34.2
MSTRG.127,0.0,0.0,3.11,2.1,3.05,1.37,2.92,2.71,1.03,2.87
MSTRG.1270,1.67,3.11,4.31,1.32,3.29,2.44,3.96,2.07,4.18,6.65
MSTRG.1271,0.0,0.17,0.08,0.0,0.3,0.16,0.7,0.0,0.07,0.14
MSTRG.1272,14.69,6.62,10.44,23.73,15.12,14.08,18.24,3.76,5.28,12.73
MSTRG.1273,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0
MSTRG.1274,2.45,4.43,9.24,4.92,10.44,4.46,6.11,4.68,6.5,5.18
MSTRG.1275,8.22,8.59,9.97,8.55,12.81,11.77,8.42,7.54,9.54,7.06
MSTRG.12759,3.69,1.66,1.39,1.27,0.68,5.61,3.1,3.49,1.81,1.79
MSTRG.1276,6.79,12.52,14.1,11.3,15.66,10.68,10.51,9.82,7.62,9.48
MSTRG.1279,4.9,6.39,12.02,1.06,4.2,3.05,3.61,3.61,3.58,6.11
MSTRG.1280,4.62,7.14,7.05,9.41,6.32,13.44,13.94,13.96,13.04,18.6
MSTRG.1282,0.0,0.43,0.0,0.18,0.0,0.0,0.56,0.0,0.37,0.0
MSTRG.1283,0.64,0.34,1.68,0.59,0.82,0.0,0.76,0.95,0.91,1.17
MSTRG.1284,0.74,0.53,1.8,0.69,0.0,0.17,0.65,1.21,0.54,0.69
MSTRG.12844,13.2,10.73,1.83,0.88,1.33,7.87,6.2,17.66,7.05,8.31
MSTRG.12845,6.62,5.1,1.21,0.72,1.02,4.07,2.05,6.98,5.16,5.94
MSTRG.1285,4.19,3.7,0.0,18.66,0.0,0.0,6.95,8.98,9.47,0.0
MSTRG.129,0.67,2.51,1.93,2.59,1.77,2.86,3.0,2.12,2.41,3.73
MSTRG.12929,3.44,2.5,1.73,0.7,1.66,5.43,2.64,2.08,3.09,3.21
MSTRG.13,0.87,4.05,1.37,6.3,2.05,3.1,7.66,4.85,0.7,0.56
MSTRG.130,4.4,8.22,1.4,1.78,1.43,14.86,10.36,4.92,3.83,13.35
MSTRG.13018,2.92,4.98,3.82,3.29,3.69,3.75,3.36,5.21,5.41,3.98
MSTRG.13020,3.38,0.91,3.15,3.39,0.67,2.95,4.88,1.75,0.66,1.53
MSTRG.1305,0.0,0.7,0.0,0.66,0.7,0.36,0.0,0.0,0.0,0.71
MSTRG.1311,1.3,0.96,0.63,0.48,1.11,1.76,4.06,1.96,1.4,1.47
MSTRG.13120,0.26,0.53,1.15,0.25,0.88,0.67,0.35,0.23,0.43,0.67
MSTRG.13150,0.21,0.49,0.0,0.0,0.0,1.0,0.22,0.64,0.44,0.0
MSTRG.132,8.24,3.21,4.89,0.0,7.62,7.0,4.2,4.18,6.11,6.89
MSTRG.13273,1.77,1.71,0.12,0.09,0.43,1.79,0.56,1.06,0.96,0.51
MSTRG.13279,1.48,1.7,0.94,1.4,1.74,3.5,2.81,2.38,1.58,1.5
MSTRG.13286,4.62,5.51,0.68,0.92,0.91,6.54,5.73,14.89,6.24,11.51
MSTRG.13291,0.34,0.6,0.58,0.28,1.16,1.79,1.32,0.66,0.76,1.1
MSTRG.13292,1.13,1.75,1.28,1.68,0.79,1.42,3.52,1.99,1.29,1.55
MSTRG.133,1.17,0.0,12.26,2.81,8.72,8.03,0.88,26.25,0.0,0.0
MSTRG.13321,2.39,6.74,0.81,2.13,1.58,6.07,4.57,5.57,2.96,7.83
MSTRG.13325,1.41,0.4,0.68,0.13,0.53,0.14,0.4,0.62,0.62,0.57
MSTRG.13382,0.29,0.31,0.13,0.32,0.0,0.14,1.16,1.28,0.13,0.09
MSTRG.134,2.52,10.91,7.03,20.92,6.81,13.29,15.28,21.39,20.24,18.8
MSTRG.13409,3.86,4.47,0.59,0.87,1.24,2.04,2.32,3.03,4.21,3.53
MSTRG.13443,0.43,0.43,0.37,1.58,0.42,0.39,0.7,0.42,0.35,0.4
MSTRG.135,0.57,229.61,0.85,1860.55,1940.6,1259.57,186.84,188.66,2043.77,587.3
MSTRG.13514,19.12,14.68,1.59,2.06,2.06,15.59,5.84,10.19,15.39,17.59
MSTRG.13520,5.14,5.04,0.68,1.64,0.76,3.12,2.0,6.53,4.54,6.35
MSTRG.13525,21.39,15.09,2.25,3.21,2.57,30.86,14.06,28.06,14.85,23.38
MSTRG.13527,20.66,9.07,1.01,2.99,1.45,5.09,2.45,7.69,8.69,12.0
MSTRG.13547,2.04,1.91,0.45,1.13,0.99,4.48,2.52,2.37,1.75,3.05
MSTRG.13559,0.0,0.0,0.0,0.0,0.0,3.85,0.9,0.51,0.0,0.4
MSTRG.13566,0.0,0.06,0.41,0.0,0.92,0.79,1.81,0.28,0.22,0.19
MSTRG.13569,0.11,0.16,0.6,0.15,0.17,0.23,0.12,0.14,0.25,1.18
MSTRG.13577,1.25,1.48,1.11,0.74,1.62,2.9,3.38,1.85,1.83,2.21
MSTRG.13616,0.09,0.21,0.44,0.2,0.37,0.28,0.2,0.23,0.22,0.2
MSTRG.13647,1.41,0.77,0.04,0.19,0.2,0.44,0.83,1.77,0.47,0.8
MSTRG.13763,8.02,5.31,9.61,21.06,3.44,4.32,3.08,5.72,6.82,4.29
MSTRG.13796,2.17,7.32,8.99,3.25,7.04,35.78,11.84,14.7,8.15,14.52
MSTRG.138,19.69,15.95,18.85,10.04,27.58,67.19,66.31,80.56,70.7,80.88
MSTRG.1381,0.32,0.23,0.46,0.52,1.53,0.67,0.1,0.27,0.75,0.29
MSTRG.13828,27.61,11.88,0.43,0.9,0.16,11.22,6.33,13.34,2.95,10.16
MSTRG.13841,0.98,1.72,0.91,1.1,0.98,1.24,1.57,1.55,1.14,1.52
MSTRG.13884,2.17,1.93,0.1,0.23,0.02,5.98,0.92,2.67,0.72,2.99
MSTRG.13890,1.33,0.94,0.06,0.29,0.0,2.7,0.56,1.41,0.43,1.22
MSTRG.139,17.64,13.36,78.54,98.54,9.33,14.45,6.35,22.22,15.19,12.97
MSTRG.13902,0.7,0.37,0.12,0.09,0.08,1.23,0.38,0.74,0.25,0.53
MSTRG.13945,0.0,0.0,0.98,1.39,0.0,0.49,3.31,0.39,2.11,0.0
MSTRG.13954,3.84,5.39,4.21,8.41,3.94,6.36,3.81,4.85,5.21,5.7
MSTRG.1398,0.86,2.91,4.47,2.71,4.46,3.51,2.1,2.87,4.48,3.86
MSTRG.14,0.13,16.26,10.38,4.86,3.45,4.23,2.87,3.21,0.85,0.73
MSTRG.140,0.24,59.64,0.0,0.16,0.0,61.28,56.86,44.59,0.21,76.17
MSTRG.14001,2.08,1.62,0.0,0.01,0.01,1.05,0.87,4.64,1.69,1.33
MSTRG.14039,2.79,2.33,0.3,0.58,0.25,2.41,1.52,4.24,1.61,4.15
MSTRG.14050,36.36,68.32,0.57,1.52,0.38,56.49,31.38,139.26,19.77,45.15
MSTRG.14059,0.66,0.36,0.78,2.02,0.78,0.25,0.63,1.22,1.61,0.47
MSTRG.1407,1.8,2.61,0.13,0.38,0.43,2.96,0.99,2.54,1.84,2.77
MSTRG.14077,14.41,10.6,2.37,3.0,2.87,10.81,8.63,11.83,5.69,11.24
MSTRG.141,241.34,291.62,291.64,304.94,328.29,199.7,126.17,177.94,156.19,297.71
MSTRG.14118,13.94,6.01,1.45,2.9,0.94,7.93,5.57,5.55,2.99,5.22
MSTRG.14156,1.22,0.46,0.02,0.08,0.0,1.93,0.73,0.96,0.74,1.39
MSTRG.142,51.76,55.67,58.38,29.8,72.4,46.7,42.58,35.36,44.46,56.43
MSTRG.14254,0.08,0.56,0.0,0.0,0.09,0.44,0.25,0.35,0.09,0.8
MSTRG.14300,0.97,0.31,0.18,0.78,0.08,0.99,1.99,0.83,1.86,0.76
MSTRG.14305,0.06,0.35,0.7,0.2,0.28,1.68,2.31,0.94,0.27,0.3
MSTRG.1432,58.7,27.05,0.7,3.09,0.57,33.75,15.73,43.53,8.79,26.93
MSTRG.14321,1.64,0.68,2.23,3.55,0.51,0.53,0.66,2.31,1.4,1.61
MSTRG.14379,7.54,6.54,0.82,0.56,1.06,2.02,2.91,2.2,0.7,1.31
MSTRG.14419,6.24,3.45,1.84,0.88,2.59,3.77,4.23,4.36,1.75,3.98
MSTRG.14451,0.85,0.72,0.01,0.0,0.01,1.11,0.09,0.38,0.1,0.13
MSTRG.14452,1.13,1.01,0.07,0.16,0.02,1.16,0.22,0.35,0.44,0.22
MSTRG.14455,7.09,3.31,0.29,0.83,0.68,4.95,1.91,1.19,1.09,1.01
MSTRG.14478,8.6,3.51,0.17,0.28,0.37,4.76,5.91,3.48,1.14,1.1
MSTRG.145,17.55,48.98,18.6,20.39,27.58,14.7,35.94,27.64,12.54,52.8
MSTRG.14518,2.48,0.63,1.25,2.01,2.03,1.56,1.57,2.52,2.61,1.41
MSTRG.14546,3.58,1.11,0.02,0.24,0.15,1.22,1.7,3.07,0.52,1.13
MSTRG.14563,1.39,0.75,0.41,1.48,1.09,1.34,0.58,1.46,1.8,1.25
MSTRG.14567,0.15,0.66,1.16,1.14,1.08,0.38,2.53,0.75,0.89,0.69
MSTRG.146,0.13,6.03,0.28,0.0,0.29,5.16,2.59,4.67,0.15,6.13
MSTRG.14605,0.51,1.47,0.31,2.24,1.45,0.27,0.27,1.01,0.57,0.69
MSTRG.14711,0.0,1.57,1.58,0.0,0.0,0.0,5.7,0.6,1.99,0.76
MSTRG.1473,0.0,0.75,0.0,6.42,0.0,0.0,0.0,0.58,0.0,0.0
MSTRG.148,6.59,12.74,6.53,5.77,7.7,15.24,15.01,15.89,7.72,11.92
MSTRG.14845,3.08,4.67,6.35,7.53,12.29,8.01,4.3,8.59,4.15,5.55
MSTRG.1488,1.82,2.47,4.46,8.08,3.86,5.0,3.38,6.92,3.35,3.67
MSTRG.149,78.61,79.16,61.13,48.81,96.43,81.72,68.45,72.38,77.71,66.33
MSTRG.1491,0.18,0.18,0.07,0.09,0.05,1.0,0.63,0.65,0.96,0.97
MSTRG.14913,13.15,18.46,2.11,3.52,1.85,14.63,12.32,10.57,3.56,7.68
MSTRG.1497,0.53,1.14,1.76,1.51,1.68,1.59,2.23,1.74,1.71,2.34
MSTRG.15,3.06,3.78,10.27,4.45,1.07,2.62,4.91,10.63,9.75,6.69
MSTRG.150,143.43,170.05,210.27,209.7,252.56,156.31,117.86,119.08,161.47,154.42
MSTRG.15021,1.17,0.44,0.46,0.73,0.64,1.82,0.86,0.89,0.47,0.98
MSTRG.15088,0.98,1.39,2.94,1.58,3.31,1.3,3.14,1.79,1.55,2.06
MSTRG.151,29.38,21.33,21.56,20.8,26.31,23.79,24.44,26.5,27.43,17.18
MSTRG.15147,2.36,0.33,0.06,0.55,0.18,1.08,1.07,0.6,0.67,0.63
MSTRG.15165,9.06,11.17,10.87,3.19,14.23,4.55,3.95,3.73,5.34,8.38
MSTRG.15203,3.86,1.13,1.94,13.71,6.13,7.5,3.68,3.18,8.97,3.21
MSTRG.1521,10.8,9.84,0.97,1.54,1.05,10.58,11.99,13.86,1.93,7.1
MSTRG.153,0.0,0.0,0.0,0.0,0.0,0.0,3.12,1.81,0.0,0.0
MSTRG.15350,1.75,1.55,0.09,0.09,0.05,1.48,0.79,3.05,0.64,1.75
MSTRG.15376,1.39,2.57,0.64,0.22,0.73,2.54,1.15,0.77,0.96,2.05
MSTRG.1539,0.11,0.0,0.28,0.0,0.51,0.61,0.63,1.03,0.32,0.65
MSTRG.15393,1.13,0.29,1.44,4.48,0.57,0.6,2.1,1.71,1.46,0.45
MSTRG.154,155.28,35.33,35.44,6.26,25.73,49.29,21.68,20.66,13.37,78.18
MSTRG.15448,17.82,24.28,3.59,4.63,6.49,22.86,28.07,39.5,29.84,30.1
MSTRG.1546,7.24,4.9,0.76,1.68,1.45,4.23,3.45,4.58,1.02,4.71
MSTRG.15477,10.48,6.16,0.14,0.33,0.41,4.53,2.41,12.86,6.68,8.56
MSTRG.15478,9.59,5.71,0.0,0.18,0.15,3.67,1.76,8.82,4.34,5.05
MSTRG.15489,7.81,3.94,4.59,11.64,2.52,2.96,4.55,10.91,9.4,2.56
MSTRG.155,28.83,5.41,16.85,11.38,12.09,45.0,22.61,27.3,27.09,30.9
MSTRG.156,4.79,6.1,2.5,0.62,2.81,1.84,0.0,3.66,7.24,3.25
MSTRG.15621,0.9,2.37,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0
MSTRG.15695,13.25,11.5,1.32,0.99,2.43,6.24,14.31,15.36,1.86,4.42
MSTRG.15697,42.03,53.74,6.69,4.55,13.35,20.64,16.6,9.61,6.15,8.98
MSTRG.15727,1.1,1.65,0.06,0.2,0.04,0.84,0.52,0.68,0.68,0.87
MSTRG.15767,0.98,1.23,0.02,0.07,0.02,0.4,0.07,0.03,0.52,0.79
MSTRG.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0
MSTRG.15881,1.93,1.15,0.94,2.0,1.98,4.07,4.95,3.53,1.03,2.01
MSTRG.159,62.35,103.89,40.47,179.27,34.56,42.59,58.32,124.65,100.17,79.06
MSTRG.15902,0.5,1.72,0.46,0.24,0.64,3.57,3.53,2.52,0.65,1.07
MSTRG.15936,7.9,15.0,4.84,9.52,10.53,15.75,13.09,12.74,9.4,14.83
MSTRG.15946,2.3,1.85,0.13,0.29,0.32,2.47,0.62,1.35,1.15,2.48
MSTRG.15947,0.47,0.21,0.26,0.2,0.23,2.04,0.5,0.35,0.34,0.28
MSTRG.15957,1.63,2.75,2.58,2.99,3.23,3.87,5.58,2.82,2.64,2.21
MSTRG.15962,1.59,1.33,1.77,1.43,1.38,1.2,1.42,0.62,0.9,0.95
MSTRG.15974,2.05,2.24,1.09,0.59,0.36,0.76,0.51,0.4,0.99,1.1
MSTRG.15981,2.68,2.17,2.73,6.43,2.85,3.16,1.88,3.54,2.78,2.25
MSTRG.16,0.68,0.24,2.84,0.0,2.08,1.58,0.0,0.73,0.0,0.0
MSTRG.160,0.0,0.0,2.48,0.33,189.25,2.27,0.06,0.11,118.99,1.5
MSTRG.16002,60.76,27.14,0.78,1.9,0.18,23.31,11.45,41.82,32.18,32.04
MSTRG.16011,13.29,14.22,2.61,8.6,5.71,11.48,4.24,10.92,10.51,9.37
MSTRG.16053,0.6,3.19,3.09,0.92,2.05,2.01,2.18,2.25,1.74,3.04
MSTRG.161,91.25,672.34,0.58,139.19,2032.84,712.56,690.71,0.0,430.24,547.68
MSTRG.1610,0.08,0.48,0.74,0.13,1.08,0.65,0.39,0.53,0.88,0.49
MSTRG.16100,0.28,0.3,1.36,1.08,1.19,1.99,1.19,0.94,0.61,0.63
MSTRG.16103,2.17,1.54,1.15,1.04,1.84,4.79,2.48,2.99,1.68,1.8
MSTRG.1614,0.0,0.25,1.33,0.31,1.93,0.76,0.35,0.75,2.31,1.18
MSTRG.16171,3.88,2.23,0.03,0.36,0.15,3.12,1.66,2.72,1.64,3.95
MSTRG.162,36.89,346.57,65.32,0.0,750.01,527.88,642.32,49.01,60.17,445.26
MSTRG.16285,1.71,0.88,1.21,0.34,1.12,1.66,1.19,1.07,1.41,2.3
MSTRG.16287,11.99,12.99,0.59,1.22,1.03,19.11,14.06,15.78,5.28,11.15
MSTRG.16289,1.36,1.84,0.48,0.58,0.35,2.81,2.58,3.35,1.55,2.03
MSTRG.1641,0.19,0.68,1.58,0.2,2.08,2.37,0.94,0.72,0.91,1.78
MSTRG.16413,2.06,0.56,1.12,0.11,0.77,1.63,0.56,3.24,2.19,0.71
MSTRG.1642,0.55,0.76,1.46,0.2,1.87,2.08,1.48,1.21,1.31,1.65
MSTRG.165,6.63,39.61,0.72,0.27,63.52,58.75,51.72,4.35,0.84,41.51
MSTRG.16666,9.33,7.76,0.77,0.15,0.34,4.74,5.91,10.58,10.09,11.9
MSTRG.16688,0.95,0.86,1.71,1.68,0.46,0.58,0.98,1.08,1.23,0.16
MSTRG.16715,1.46,1.59,0.02,0.02,0.0,0.38,1.27,0.16,0.08,0.0
MSTRG.1681,6.37,1.19,0.42,0.66,0.47,2.23,1.56,1.73,1.74,1.38
MSTRG.16949,3.24,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0
MSTRG.16999,0.84,1.08,1.31,3.64,1.19,0.13,0.6,6.07,0.86,0.64
MSTRG.17,1.15,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0
